source_page,source_row,category,description,manufacturer_code,brand,quantity,source_price_cents,sale_price_cents,total_cents,confidence,source_fingerprint,internal_code,slug,issues
6,526,Molduras e grades,PONTEIRA P/CHOQUE D20 TRASEIRO LD,J809914,KARINA JULIMAR,3,3200,4160,12480,high,32f9a666de762f7af72eab33fe5a2327ce9578c22a189086d4eeddf270d4f8ad,APM1-0526,ponteira-p-choque-d20-traseiro-ld-apm1-0526,
7,527,Molduras e grades,PONTEIRA GOL 84/86 TRASEIRO LD,J10200,KARINA JULIMAR,1,2400,3120,3120,high,133ea8cfd56e2a83c60c85e3ee81b0e947f5c5904658cc2a5d58d4045b30d69d,APM1-0527,ponteira-gol-84-86-traseiro-ld-apm1-0527,
7,528,Molduras e grades,PONTEIRA P/CHOQUE TRASEIRO S-10 95/... LD,015372-2,CHG,1,5500,7150,7150,high,23df050026f587c74c246e220b376695da3fd3d5994eb52b0b0c11c3ee7e8ec2,APM1-0528,ponteira-p-choque-traseiro-s-10-95-ld-apm1-0528,
7,529,Molduras e grades,PONTEIRA PARATI 84/86 TRASEIRA LE,J10280,KARINA JULIMAR,1,3800,4940,4940,high,cccaefe69ceeab0149d9026b8be109b4d9ee894489433139a59fed4216c15f36,APM1-0529,ponteira-parati-84-86-traseira-le-apm1-0529,
7,530,Molduras e grades,PONTEIRA P/CHOQUE D20 TRASEIRA LE,J915,KARINA JULIMAR,4,3200,4160,16640,high,5b682550f06179c1bb81365c859acd1dc1dd5ebda645b62446bf3d8d83f2cdb8,APM1-0530,ponteira-p-choque-d20-traseira-le-apm1-0530,
7,531,Molduras e grades,PONTEIRA SAV 83/92 TRASEIRO LE,J10240,KARINA JULIMAR,1,1200,1560,1560,high,771717c792587c87ab6143ec2230db74f506e8f86547ef1122f4b2047cd0ebf3,APM1-0531,ponteira-sav-83-92-traseiro-le-apm1-0531,
7,532,Molduras e grades,MOLDURA P/LAMA UNO WAY 04/13 DIANTEIRO LD,J60742,KARINA JULIMAR,1,3200,4160,4160,high,c0278cd24c499a8e02596612c6c56fa4f2da1054abdd4b80ecd9fd6f670a08d7,APM1-0532,moldura-p-lama-uno-way-04-13-dianteiro-ld-apm1-0532,
7,533,Molduras e grades,MOLDURA P/LAMA UNO TRASEIRO LE,111279-9,CHG,1,3600,4680,4680,high,89c642b7a7e7ffecd93647f32c01259c3fa7f46323121c355d7f934da745c4db,APM1-0533,moldura-p-lama-uno-traseiro-le-apm1-0533,
7,534,Molduras e grades,MOLDURA P/LAMA UNO DIANTEIRO LE,8339,BLAWER,1,2400,3120,3120,high,0947f6579ed7adbb348731779c7640112665fcd65f4421a2fe5fa26b1ec45bf7,APM1-0534,moldura-p-lama-uno-dianteiro-le-apm1-0534,
7,535,Molduras e grades,MOLDURA PORTA FIORINO 91/... TRASEIRO LE,J60767,KARINA JULIMAR,1,6300,8190,8190,high,54eb8c6cab77aaa48ada2c8f301c1e4e0f1e236293f3e42c707ebd985d5e6946,APM1-0535,moldura-porta-fiorino-91-traseiro-le-apm1-0535,
7,536,Molduras e grades,PONTEIRA SAV 83/92 TRASEIRO LD,J10241,KARINA JULIMAR,1,1200,1560,1560,high,7e9f139a142f90b475dcfbf8047819d6b4536a5739223182bd26080c3d804496,APM1-0536,ponteira-sav-83-92-traseiro-ld-apm1-0536,
7,537,Molduras e grades,PONTEIRA MONZA 92/90 TRASEIRO LD,J80833,KARINA JULIMAR,1,3200,4160,4160,high,900fa3d7efb40665e0afac4a4b052accf737c5a6d58af8581bd8b3bf3440b5da,APM1-0537,ponteira-monza-92-90-traseiro-ld-apm1-0537,
7,538,Molduras e grades,PONTEIRA MONZA 82/90 DIANTEIRO LE,J80832,KARINA JULIMAR,1,2400,3120,3120,high,cda3da8b387ffd898a48c53429d45e17e0d773a74b0b6a9f07ede44367e43ed5,APM1-0538,ponteira-monza-82-90-dianteiro-le-apm1-0538,
7,539,Molduras e grades,PONTEIRO D20 85/90 DIANTEIRO LE,J80848,KARINA JULIMAR,1,3200,4160,4160,high,7e13b58a8973c1d1169fe2764963be009d9f96563dbeaa2338d06571fa6c2874,APM1-0539,ponteiro-d20-85-90-dianteiro-le-apm1-0539,
7,540,Molduras e grades,PONTEIRO P/CHOQUE DIANTEIRO LD,N94635644,,1,2400,3120,3120,high,d9f3ad4b58d5fc11f2d27cf314a4574ac73f2abe7b17f9dd98e38d275c8744dd,APM1-0540,ponteiro-p-choque-dianteiro-ld-apm1-0540,
7,541,Molduras e grades,PONTEIRO MONZA 82/90 DIANTEIRO LD,J80831,KARINA JULIMAR,1,2400,3120,3120,high,bd5acc832111b5ef4ac6b7582604cf2428b99feac19edfc8d11043425a8bfcd6,APM1-0541,ponteiro-monza-82-90-dianteiro-ld-apm1-0541,
7,542,Molduras e grades,PONTEIRO P/CHOQUE TRASEIRO LE S-10 95/... LE,015373-1,CHG,1,5500,7150,7150,high,03292798db4a494f02825f1df22cf83b79b577b261a7d6cb8765cd65fad240cd,APM1-0542,ponteiro-p-choque-traseiro-le-s-10-95-le-apm1-0542,
7,543,Molduras e grades,PONTEIRO COURIER 96/... TRASEIRO LE,J40508,KARINA JULIMAR,1,7200,9360,9360,high,32c305e0ecc248c170326796cbecdbd012c8e7a1e1cc6503721f592c83bd69a3,APM1-0543,ponteiro-courier-96-traseiro-le-apm1-0543,
7,544,Molduras e grades,SPOILER DIANTEIRO MONZA 83/90 SEM FURO,072887-5,CHG,1,4500,5850,5850,high,e1314f77a97fbfe0776dc460457b2fd112857842e7f3b5ca9863796757014552,APM1-0544,spoiler-dianteiro-monza-83-90-sem-furo-apm1-0544,
7,545,Molduras e grades,PONTEIRO CHEVETT TRASEIRO 97/... LD,J80837,KARINA JULIMAR,1,5800,7540,7540,high,717ecda33cb23d0f6040c661b20aa928306d91c8ab8ca59b370747ae493682f1,APM1-0545,ponteiro-chevett-traseiro-97-ld-apm1-0545,
7,546,Molduras e grades,PONTEIRO CHEVETT TRASEIRO 87/... LE,J80838,KARINA JULIMAR,1,5800,7540,7540,high,9de34244c57a0a79d53dec49e46a688f204ee6fe5e445843a6b470d8cd369f4b,APM1-0546,ponteiro-chevett-traseiro-87-le-apm1-0546,
7,547,Molduras e grades,MOLDURA P/LAMA STRADA 12/14 TRASEIRO LD,111194-0,CHG,1,12500,16250,16250,high,38696d257c13615a362e0e54f4ce4dbcee799a54f9ed16fe62f2294c450dc78e,APM1-0547,moldura-p-lama-strada-12-14-traseiro-ld-apm1-0547,
7,548,Molduras e grades,MOLDURA P/LAMA STRADA 12/14 TRASEIRO LE,111195-0,CHG,1,12500,16250,16250,high,c3abbe43e07feb2705f2c532d1fcb6a3419a9f9fbacb78d6b812f39d0f4a4895,APM1-0548,moldura-p-lama-strada-12-14-traseiro-le-apm1-0548,
7,549,Molduras e grades,ACABAMENTO P/LAMA CORSA HATCH 02/... TRASEIRO LE,J80992,KARINA JULIMAR,2,3200,4160,8320,high,a38f8c405b3bd0db0d135ed1c517afa313d4b39ce183befad85a763516ff99da,APM1-0549,acabamento-p-lama-corsa-hatch-02-traseiro-le-apm1-0549,
7,550,Molduras e grades,MOLDURA P/LAMA CORSA/MONTANA 02/11 DIANTEIRO LE,J80967,KARINA JULIMAR,2,3200,4160,8320,high,0d959f083d17c12fbd322865d2216d8d583d23c9da0b67f91f25f91ba5681d1f,APM1-0550,moldura-p-lama-corsa-montana-02-11-dianteiro-le-apm1-0550,
7,551,Molduras e grades,ACABAMENTO P/LAMA STRADA/WEEK 98/06 TRASEIRO LD,J80792,KARINA JULIMAR,1,5900,7670,7670,high,59a0110559506e8de42386c060e8d6bd728c267901b7712b183ea271a1ae40be,APM1-0551,acabamento-p-lama-strada-week-98-06-traseiro-ld-apm1-0551,
7,552,Molduras e grades,MOLDURA VOLKSWAGEN 5U0805583B,,,1,4500,5850,5850,medium,597c709d1c7cf88d0480722fcf1929c5cb4ed482a5e9f3cdb9d92bb27a5aa754,APM1-0552,moldura-volkswagen-5u0805583b-apm1-0552,missing_manufacturer_code
7,553,Molduras e grades,MOLDURA VOLKSWAGEN 5U0805594B,,,1,7800,10140,10140,medium,9725cdb7685ccc85f2458fc3c8d9164a412c00b2ae3afed66aa2136baf012b4e,APM1-0553,moldura-volkswagen-5u0805594b-apm1-0553,missing_manufacturer_code
7,554,Molduras e grades,MOLDURA P/LAMA TRASEIRO CORSA SEDAN 94/... LE,8229,BLAWER,1,2000,2600,2600,high,b3289e48a05768196a9890a7801c9dd6a4136966b8493e243444da81c20a87d7,APM1-0554,moldura-p-lama-traseiro-corsa-sedan-94-le-apm1-0554,
7,555,Molduras e grades,MOLDURA P/LAMA STRADA 12/14 DIANTEIRO LD,111192-2,CHG,1,10000,13000,13000,high,9bb80b979a1ee4ec0b85b7308bc4d0dd5dddb7fcb0a6fdc08e0c5f56a46fa57c,APM1-0555,moldura-p-lama-strada-12-14-dianteiro-ld-apm1-0555,
7,556,Molduras e grades,ALARGADOR NOVO UNO LD,,,2,11500,14950,29900,medium,2964ae946490d2b59100689ec347aea35af293675f72608f175a31434a5c755a,APM1-0556,alargador-novo-uno-ld-apm1-0556,missing_manufacturer_code
7,557,Molduras e grades,MOLDURA FAROL MILHA GOL/SAV/VOY G3 2008,,,1,4200,5460,5460,medium,00ac96edd8ec4e8d615ae4661fe027ad05e5089cecc95028002e01ef7e2b36a6,APM1-0557,moldura-farol-milha-gol-sav-voy-g3-2008-apm1-0557,missing_manufacturer_code
7,558,Molduras e grades,MOLDURA FAROL MILHA FOX/SPACEFOX 10/... SEM MILHA LE,8197,BLAWER,2,1300,1690,3380,high,df3ae1e4a4e828bb5910df57ce80f93d73eef9f3e875531de8df400f99371279,APM1-0558,moldura-farol-milha-fox-spacefox-10-sem-milha-le-apm1-0558,
7,559,Molduras e grades,GRADE PARACHOQUE POLO 07/11 SEM MILHA LD,8508,BLAWER,1,1300,1690,1690,high,47471f37bb82dcdeeac47bbf7499fa3261dc2010b18ecd495f78a1c146de80bc,APM1-0559,grade-parachoque-polo-07-11-sem-milha-ld-apm1-0559,
7,560,Molduras e grades,GRADE PARACHOQUE POLO 07/11 COM MILHA LD,8510,BLAWER,1,1300,1690,1690,high,ebe3ca3e8bff9e0f93be1ed86ffd335bd8a33423c5db00f0dcbccda9772d2243,APM1-0560,grade-parachoque-polo-07-11-com-milha-ld-apm1-0560,
7,561,Molduras e grades,GRADE PARACHOQUE PALIO WEEK 04/07 STRADA C/FURO LD,89948,CHG,1,2000,2600,2600,high,946bc2ead04aa4ad24e2c809a8f767fbc45c3dedda87e83344fdb2fb782c3de2,APM1-0561,grade-parachoque-palio-week-04-07-strada-c-furo-ld-apm1-0561,
7,562,Molduras e grades,GRADE PARACHOQUE PALIO/STRADA S/MILHA LD,8302,BLAWER,1,1300,1690,1690,high,70094fd2236f316059e4b0a736648d2b15775e48e1f23f7e72cb2b2953f23429,APM1-0562,grade-parachoque-palio-strada-s-milha-ld-apm1-0562,
7,563,Molduras e grades,GRADE PARACHOQUE PALIO/STRADA S/MILHA LE,8303,BLAWER,1,1300,1690,1690,high,2abd7c4d2b1f96fc52f52583753d6e1da5a4ef3e9685597432c90ee78b601b06,APM1-0563,grade-parachoque-palio-strada-s-milha-le-apm1-0563,
7,564,Molduras e grades,GRADE PARACHOQUE PALIO/STRADA C/MILHA LE,8301,BLAWER,1,1300,1690,1690,high,38b46376c1c2fee095f80e2bd23bfb6bcadc8215ec8a1f5312505cb074dc4340,APM1-0564,grade-parachoque-palio-strada-c-milha-le-apm1-0564,
7,565,Molduras e grades,GRADE PARACHOQUE FOX/SPACEFOX 16/... SEM FUME MILHA LE,8541,BLAWER,1,1500,1950,1950,high,7a04432b3a0894dcf5f4b88d35c1a08b7e3c439dcb4b36297bd54f4594919830,APM1-0565,grade-parachoque-fox-spacefox-16-sem-fume-milha-le-apm1-0565,
7,566,Molduras e grades,GRADE PARACHOQUE SIENA/STRADA/WEEK 13/... SEM MILHA LD,8332,BLAWER,1,1300,1690,1690,high,70e8ca2fa9dddb92db34de66d085492b55caf4434f0a300cd722c975461a03e7,APM1-0566,grade-parachoque-siena-strada-week-13-sem-milha-ld-apm1-0566,
7,567,Molduras e grades,GRADE PARACHOQUE POLO 07/11 SEM MILHA LE,8507,BLAWER,1,1300,1690,1690,high,b29bf219a21406f5250c8f1de2df7863bd7cd51796015bc081c06bc3815c583e,APM1-0567,grade-parachoque-polo-07-11-sem-milha-le-apm1-0567,
7,568,Molduras e grades,GRADE PARACHOQUE GOL G3 03/05 SEM MILHA LD,8180,BLAWER,4,1300,1690,6760,high,8f35250e752737f5245d9fd32570457ca124c147b628c819f941eb7d29c4f4c6,APM1-0568,grade-parachoque-gol-g3-03-05-sem-milha-ld-apm1-0568,
7,569,Molduras e grades,GRADE PARACHOQUE CORSA CLASSIC 2010/... LD,8238,BLAWER,1,1500,1950,1950,high,9cb1114eb76a4e3cbba6357ec56c27b11d8159e2d32a2f3847258191c0149d38,APM1-0569,grade-parachoque-corsa-classic-2010-ld-apm1-0569,
7,570,Molduras e grades,GRADE PARACHOQUE CLASSIC 10/... LE,8237,BLAWER,1,1500,1950,1950,high,9425001de46af9cefb2b0d734db73e94ecb538c4c30ae09f3ed2f9a7d77c7aff,APM1-0570,grade-parachoque-classic-10-le-apm1-0570,
7,571,Molduras e grades,GRADE PARACHOQUE PALIO 10/... SEM MILHA LE,8175,BLAWER,1,1300,1690,1690,high,e7f58e5f40a26856b413b93218884854c835e4b44933cd7b11f4073990e30c89,APM1-0571,grade-parachoque-palio-10-sem-milha-le-apm1-0571,
7,572,Molduras e grades,GRADE MOLD FAROL AUXILIAR PALIO 2010/ SIENA 10 LE,89969,CHG,2,1000,1300,2600,high,dbc05c2678f67c7a651e75d80297ce99202eb1fcec7cb48b1f6770e27518bf5d,APM1-0572,grade-mold-farol-auxiliar-palio-2010-siena-10-le-apm1-0572,
7,573,Molduras e grades,GRADE PARACHOQUE SIENA/STRADA/WEEK 13... SEM MILHA LE,8331,CHG,1,4000,5200,5200,high,8c3ee8ba034508ba709afffcdbf3ceca10f9fa30685ea9fd08c9dab975ff935c,APM1-0573,grade-parachoque-siena-strada-week-13-sem-milha-le-apm1-0573,
7,574,Molduras e grades,GRADE MOLDURA FAROL AUXILIAR PALIO/SIENA 2010 LD,089968-9,CHG,1,1000,1300,1300,high,877542deed8a4f930951fc56d41311fb67fd1764d051150e39de4c4742b41f0b,APM1-0574,grade-moldura-farol-auxiliar-palio-siena-2010-ld-apm1-0574,
7,575,Molduras e grades,SUPORTE PARACHOQUE DIANTEIRO CORSA 00/... LE,07799-9,JAHU,1,1200,1560,1560,high,140b93e246aed7e713a67c3880c0ba3a9e4c5f57d744ff3e448539d68e6db36c,APM1-0575,suporte-parachoque-dianteiro-corsa-00-le-apm1-0575,
7,576,Molduras e grades,FRISO ACABAMENTO LATERAL CAÇAMBA FIORINO 88/98 LD,7074,CENTERPARTS,3,5000,6500,19500,high,26469986a3762140e96d0e4cfca3d34f109029bfe324a7fc224e030fb1c45264,APM1-0576,friso-acabamento-lateral-cacamba-fiorino-88-98-ld-apm1-0576,
7,577,Molduras e grades,GRADE PARACHOQUE PALIO WEEK /STRADA 04/07 COM MILHA LE,EK0525,ENGEKAR,1,1800,2340,2340,high,341f2ac8f9300a94c3110b77d00ec4e7c3d06e5541ff258019728e0f7ed93e22,APM1-0577,grade-parachoque-palio-week-strada-04-07-com-milha-le-apm1-0577,
7,578,Molduras e grades,SUPORTE PARACHOQUE TRASEIRO GOL/VOY/PAR 87/...,018405-3,CHG,4,1500,1950,7800,high,07dc30e661aaf5f3d1c5fd82bd19ca3bbee51ad4427b51a5362ac1c5150563cc,APM1-0578,suporte-parachoque-traseiro-gol-voy-par-87-apm1-0578,
7,579,Molduras e grades,MOLDURA PAINEL VELOCIDADE GOL/VOY/ COM CL 87/94,IP0805,,2,1500,1950,3900,high,09e31121fbd3598561b9fe953378eb909831fcc11af092cbf8782eeee7bab003,APM1-0579,moldura-painel-velocidade-gol-voy-com-cl-87-94-apm1-0579,
7,580,Molduras e grades,GRADE PARACHOQUE PALIO WAY 14/... SEM MILHA LD,40550,NEW KAR,1,1300,1690,1690,high,71bbf6640df6717c186f9a6f47664dc527f655febf34c920c2ae1e7814bc886d,APM1-0580,grade-parachoque-palio-way-14-sem-milha-ld-apm1-0580,
7,581,Molduras e grades,MOLDURA GRADE FAROL FORD FOCUS 09/11 MILHA LE,,,1,3000,3900,3900,medium,7925ca8969cb3eef8461f5e03d9f6d88ac791510152ab65473eadf13f076217d,APM1-0581,moldura-grade-farol-ford-focus-09-11-milha-le-apm1-0581,missing_manufacturer_code
7,582,Molduras e grades,GRADE PARACHOQUE FOX/SPACEFOX 15/... SEM FURO MILHA LD,8542,BLAWER,1,1300,1690,1690,high,8dc4ba5f46ef149f499f5c232a305690b336e3b84bd3471a6da2c37462cdd287,APM1-0582,grade-parachoque-fox-spacefox-15-sem-furo-milha-ld-apm1-0582,
7,583,Molduras e grades,MOLDURA GRADE FAROL FORD FOCUS 09/11 MILHA LD,,,1,3500,4550,4550,medium,ccd9173f80a2d6e30f6cdf84f4af7b733d5c14184aa7bb9f7b061b5bab4be8bc,APM1-0583,moldura-grade-farol-ford-focus-09-11-milha-ld-apm1-0583,missing_manufacturer_code
7,584,Molduras e grades,GRADE PARACHOQUE CORSA CLASSIC 10/... LE,8232,BLAWER,1,1500,1950,1950,high,fe4adaf9219868c0d4ff7f99b9b0b53edd055355ba2c0842ae47063f85661ddb,APM1-0584,grade-parachoque-corsa-classic-10-le-apm1-0584,
7,585,Molduras e grades,GRADE PARACHOQUE SAV/GOL 2014 G6 MILHA LD,EK0542,ENGEKAR,2,2800,3640,7280,high,591f3ae1088e6233928ca78168aed0bf1423e62a3509a3500336dc6dccac7a3e,APM1-0585,grade-parachoque-sav-gol-2014-g6-milha-ld-apm1-0585,
7,586,Molduras e grades,SUPORTE GUIA PARACHOQUE GOL 87/94,G144,RUFATO,2,1000,1300,2600,high,fdd73eed05ca4e9ae0765310c9a8c0374ca047f7a59b8345af4b4b6a8d694212,APM1-0586,suporte-guia-parachoque-gol-87-94-apm1-0586,
7,587,Molduras e grades,GRADE PARACHOQUE SEM MILHA FOX 10/... LD,8198,BLAWER,2,1300,1690,3380,high,0c51e038ac2b4e69e2b5d0b1567457b00d88bbdcbf4b4f370b3ef0f693351f11,APM1-0587,grade-parachoque-sem-milha-fox-10-ld-apm1-0587,
7,588,Molduras e grades,GRADE PARACHOQUE COM MILHA GOL G5 ARO CROMADO LE,8167,BLAWER,1,1300,1690,1690,high,b5494602004edb0fe55d0dc3be5999ec1a3ed94d2d537738a79c5dd179302fa3,APM1-0588,grade-parachoque-com-milha-gol-g5-aro-cromado-le-apm1-0588,
7,589,Molduras e grades,GRADE MOLDURA FAROL AUXILIAR PALIO WEEK 04/07 STRADA SEM MILHA LD,056850-9,CHG,1,1500,1950,1950,high,b66024c979abca5cfd097cceb7a6134cbaae66ea5881c1346922d8f8b248a2fc,APM1-0589,grade-moldura-farol-auxiliar-palio-week-04-07-strada-sem-milha-ld-apm1-0589,
7,590,Molduras e grades,GRADE PARACHOQUE PALIO/STRADA COM MILHA LD,8300,BLAWER,1,1500,1950,1950,high,14d6c2b2f593c9102eaaf099c860894e29c2b5bd5c1a8e805484d5c6eee18e80,APM1-0590,grade-parachoque-palio-strada-com-milha-ld-apm1-0590,
7,591,Molduras e grades,GRADE PARACHOQUE DIANTEIRO COM FAROL GOL 13/... G6 LD,20150,RUFATO,1,1500,1950,1950,high,a3302efc4f9ed3ba229707f5fb5aed3494fe44db97512845211b386d8379bf9e,APM1-0591,grade-parachoque-dianteiro-com-farol-gol-13-g6-ld-apm1-0591,
7,592,Molduras e grades,SPOILER LATERAl CORSA 94 4/2P LD,V531706,,1,7500,9750,9750,high,01809a3151d272997543b65eafc5c89620ecada638c0737da599d1b582d93d31,APM1-0592,spoiler-lateral-corsa-94-4-2p-ld-apm1-0592,
7,593,Molduras e grades,SPOILER LATERAl CORSA 94 4/2P LE,,,1,7500,9750,9750,medium,3de4f74e4a690edfd522655e8fd46c7a75600f891e8bc74f1f77cdfb8a13bc75,APM1-0593,spoiler-lateral-corsa-94-4-2p-le-apm1-0593,missing_manufacturer_code
7,594,Molduras e grades,GRADE CORSA CLASSIC 10/... COM MOLDURA CROMADA,12089,FIPPARTS,1,3000,3900,3900,high,b6fb297922ec50f4e1bc03b7c60e65617a11f0d164ef399a08fffcb7d7b49798,APM1-0594,grade-corsa-classic-10-com-moldura-cromada-apm1-0594,
7,595,Molduras e grades,GRADE UNO 91/97 C/ENCAIXE PARA EMBLEMA,8129,BLAWER,1,1800,2340,2340,high,27d57bb59fe90ebc13296ecdbb4e506ed33b772c07f39e6a3627b5843301922d,APM1-0595,grade-uno-91-97-c-encaixe-para-emblema-apm1-0595,
7,596,Molduras e grades,GRADE GOL/PASSAT/SAV 95/99 SEM EMBLEMA,8118,BLAWER,1,1500,1950,1950,high,a18b8427aabf7c59a0d8147afa5fbc01fba7de3acbc31d2947eff175387db8ba,APM1-0596,grade-gol-passat-sav-95-99-sem-emblema-apm1-0596,
7,597,Molduras e grades,GRADE GOL/SAV 85/86 VOYAGE 81/86,J10207,KARINA JULIMAR,2,1500,1950,3900,high,8c1c3d45a35ee567c1f7a0fd2fd6e541259c36d2523c91e111c6a4e63925c417,APM1-0597,grade-gol-sav-85-86-voyage-81-86-apm1-0597,
7,598,Molduras e grades,GRADE GOL/SAV 87/90 MAIOR,8187,BLAWER,1,1500,1950,1950,high,b67e0ae4aa95bb329f64f29a97f730cd9d359ffc92f3e3adaa348701020af142,APM1-0598,grade-gol-sav-87-90-maior-apm1-0598,
7,599,Molduras e grades,GRADE GOL/SAV/PAR G3 99/05 FASE 1,J10287,KARINA JULIMAR,1,1500,1950,1950,high,ac0ec8a690dfdd62bc85eb3a66b04224c5c5b8b0e4972a13d003f03b19fde5fd,APM1-0599,grade-gol-sav-par-g3-99-05-fase-1-apm1-0599,
7,600,Molduras e grades,GRADE GOL/VOY/PAR/SAV 91/95,8122,BLAWER,1,1500,1950,1950,high,bda4d345fd4dacf7f7b5f1b8bfbd848905828cc197ea63ae8d6c57efed97c0aa,APM1-0600,grade-gol-voy-par-sav-91-95-apm1-0600,
7,601,Molduras e grades,GRADE MONZA SLE 81/96,J80845,KARINA JULIMAR,1,1500,1950,1950,high,7cd144aab764c21e4308ada30c0c50c7a2428e25ae88b1050ea3f03f6eb7c5aa,APM1-0601,grade-monza-sle-81-96-apm1-0601,
7,602,Molduras e grades,GRADE DELREY/PAMPA 85/90,8172,BLAWER,1,2500,3250,3250,high,6772bc4e2818df0d1bc77112db9f8dd66455160689c03531a1d2964587ae1f4c,APM1-0602,grade-delrey-pampa-85-90-apm1-0602,
7,603,Molduras e grades,GRADE FIESTA/SEDAN 00/06 COURIER 00/..,J40539,KARINA JULIMAR,2,1800,2340,4680,high,b34156fbf8bc1bdde2f7966ec165914e2fa6e90ff0885e6508a581e31167c1d4,APM1-0603,grade-fiesta-sedan-00-06-courier-00-apm1-0603,
7,604,Molduras e grades,GRADE MONZA 91/96 9TUBARÃO),8133,BLAWER,1,1500,1950,1950,high,9d11d485b2f667308663b7bf6869914d57adf817b5f9cbe10fcc33aeac7064fa,APM1-0604,grade-monza-91-96-9tubarao-apm1-0604,
7,605,Molduras e grades,GRADE FIESTA 96/99,8406,BLAWER,1,1800,2340,2340,high,71c5b6161a0f51d60fb62a890f26c8c6f5366f944f541959c857182c03c02ae6,APM1-0605,grade-fiesta-96-99-apm1-0605,
7,606,Molduras e grades,MOLDURA MILHA CROMADA GOL/ASV/PAR 2003/2005,,,1,4500,5850,5850,medium,769e81d344a228bb0fea75f08ffb88a57ca39d7d1746c6d0c957ac0c063c5265,APM1-0606,moldura-milha-cromada-gol-asv-par-2003-2005-apm1-0606,missing_manufacturer_code
7,607,Molduras e grades,REVEST PLACA TRASEIRA VOY 88/90,10500,CENTERPARTS,1,1800,2340,2340,high,2183c7312821a42c511f97a392cee0478ef1298d2544f7d70a8e4d7f41a3a1c5,APM1-0607,revest-placa-traseira-voy-88-90-apm1-0607,
7,608,Molduras e grades,GRADE CORCEL/BELINA/PAMPA 78/84,J40438,KARINA JULIMAR,1,3500,4550,4550,high,0e5bdac5393bb1fa04dc3918600f16977d482cd3204494d64a4fd1d0078d69c0,APM1-0608,grade-corcel-belina-pampa-78-84-apm1-0608,
7,609,Molduras e grades,GRADE P/CHOQUE PALIO 10/... CINZA,8174,BLAWER,1,1300,1690,1690,high,3e2100debe750f16e36207d6f193e930a9bc1d976f4bbd3cae690a5979bd9950,APM1-0609,grade-p-choque-palio-10-cinza-apm1-0609,
7,610,Molduras e grades,TELA UNO FIRE 02/04 S/EMBLEMA,8111,BLAWER,1,1300,1690,1690,high,5d56ad18e1d15ce1aca45b4f8fdf51c0e97e3915bc7f597ae5eee9817279ff7c,APM1-0610,tela-uno-fire-02-04-s-emblema-apm1-0610,
7,611,Molduras e grades,PONTEIRA TRASEIRO PARACHOQUE CORCEL 2 LE,KJ432,KARINA JULIMAR,2,3500,4550,9100,high,a3e23805e4fd6d17f8aa3496362d70bf15781ab5dc6da81a479c54b819743289,APM1-0611,ponteira-traseiro-parachoque-corcel-2-le-apm1-0611,
7,612,Molduras e grades,PONTEIRA TRASEIRA CORCEL 2 LONGA LE,015451-7,CHG,1,4000,5200,5200,high,262925080e513c56390a9686165e08e8fe14e98505cbd894123fb3d9aa498175,APM1-0612,ponteira-traseira-corcel-2-longa-le-apm1-0612,
7,613,Molduras e grades,PONTEIRA TRASEIRA CORCEL 2 78/86 LUXO LD,J40410,KARINA JULIMAR,3,3800,4940,14820,high,eda6d7d4d00c772af513efb6077d5e8fc5ef99518a8221bba8f3fbf89619a868,APM1-0613,ponteira-traseira-corcel-2-78-86-luxo-ld-apm1-0613,
7,614,Molduras e grades,GRADE ESCORT 84/89,J40443,KARINA JULIMAR,1,2000,2600,2600,high,2f5c2f24778bf7b2dfee71221a951c6b6a68ddfd246c10d7fff2b88baa3138f7,APM1-0614,grade-escort-84-89-apm1-0614,
7,615,Molduras e grades,FRISO DIANTEIRO SANTANA 94/95 LE,GRA072,TITAN PARTS,9,1500,1950,17550,high,f10a599fc701580fd495a8b812a8d251479da40902259d988f680594242728f4,APM1-0615,friso-dianteiro-santana-94-95-le-apm1-0615,
7,616,Molduras e grades,FRISO INFERIOR GRADE GOL PAR/SAV/VOY 87/90 LE,,,1,1500,1950,1950,medium,5df6afa8eb6683f6e60c88f8ecaa0cfad3bba1b86067cf8f34d4e9e1e8663cc4,APM1-0616,friso-inferior-grade-gol-par-sav-voy-87-90-le-apm1-0616,missing_manufacturer_code
7,617,Molduras e grades,COBERTURA EXTERNA TROLHO BANCO GOL 91/... LE,313123,CENTERPARTS,1,3000,3900,3900,high,51332df85877a6f796a6a8776abc539632ccfb433434e4c872bbbd9052303802,APM1-0617,cobertura-externa-trolho-banco-gol-91-le-apm1-0617,
8,618,Molduras e grades,COBERTURA EXTERNA TROLHO BANCO GOL 91/... LARGA LE,313113,CENTERPARTS,1,3000,3900,3900,high,923bbec89eb0bf709e6e7a5cff4a8043d69e349c16dd625f49ec855413acb854,APM1-0618,cobertura-externa-trolho-banco-gol-91-larga-le-apm1-0618,
8,619,Molduras e grades,COBERTURA INTERNA TRILHO BRANCO GOL 91/... ESTREITO LE,313111,CENTERPARTS,1,3000,3900,3900,high,f1abe62406b667798f569c7d5d0c9075753caadb3ef1495c20438dc9b1651aba,APM1-0619,cobertura-interna-trilho-branco-gol-91-estreito-le-apm1-0619,
